SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,November-9-2017,Single Family Residential,2416 Pine Ave,Manhattan Beach,CA,90266,1545000,2,1.0,143 - Manhattan Bch Tree,1029,5057,1950,105,1501,,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/2416-Pine-Ave-90266/home/6707187,CRMLS,SB17186446,N,Y,33.8944617,-118.3984745
PAST SALE,,Single Family Residential,660 35th St,Manhattan Beach,CA,90266,1950000,3,3.0,,1804,5401,1947,,1081,,,,,http://www.redfin.com/CA/Manhattan-Beach/660-35th-St-90266/home/6708829,,,N,Y,33.8997507,-118.4075707
PAST SALE,November-13-2017,Single Family Residential,117 21st Pl,Manhattan Beach,CA,90266,2050000,2,2.5,142 - Manhattan Bch Sand,1318,1347,1967,101,1555,,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/117-21st-Pl-90266/home/6711312,CRMLS,SB17197158,N,Y,33.891053,-118.4147683
PAST SALE,November-28-2017,Single Family Residential,2700 Pacific Ave,Manhattan Beach,CA,90266,2400000,4,3.75,143 - Manhattan Bch Tree,3115,4480,1998,86,770,,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/2700-Pacific-Ave-90266/home/6708228,CRMLS,SB17237553,N,Y,33.8963424,-118.4031798
PAST SALE,,Single Family Residential,3112 Maple Ave,Manhattan Beach,CA,90266,2650000,5,4.0,,3333,4652,2005,,795,,,,,http://www.redfin.com/CA/Manhattan-Beach/3112-Maple-Ave-90266/home/6708155,,,N,Y,33.8985483,-118.4023128
PAST SALE,December-27-2017,Single Family Residential,224 31st St,Manhattan Beach,CA,90266,4600000,4,4.5,142 - Manhattan Bch Sand,4150,2699,2005,57,1108,,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/224-31st-St-90266/home/6710513,CRMLS,SB17254916,N,Y,33.896944,-118.416436
PAST SALE,December-19-2017,Single Family Residential,656 26th St,Manhattan Beach,CA,90266,2990000,4,4.5,143 - Manhattan Bch Tree,3466,5121,1984,65,863,,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/656-26th-St-90266/home/6709350,CRMLS,SB17163689,N,Y,33.8952233,-118.4077116
PAST SALE,December-21-2017,Single Family Residential,2201 Alma Ave,Manhattan Beach,CA,90266,6925000,4,4.5,142 - Manhattan Bch Sand,4300,2701,2017,63,1610,,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/2201-Alma-Ave-90266/home/6710943,CRMLS,SB17267084,N,Y,33.8922669,-118.4129116
PAST SALE,January-5-2018,Single Family Residential,2604 Alma Ave,Manhattan Beach,CA,90266,3661125,2,2.5,142 - Manhattan Bch Sand,2630,3465,1940,48,1392,,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/2604-Alma-Ave-90266/home/6710848,CRMLS,SB17147028,N,Y,33.894816,-118.413812
PAST SALE,January-19-2018,Single Family Residential,1408 Walnut Ave,Manhattan Beach,CA,90266,2360000,4,3.0,143 - Manhattan Bch Tree,3000,4201,1997,34,787,,Sold,,,http://www.redfin.com/CA/Manhattan-Beach/1408-Walnut-Ave-90266/home/6706136,CRMLS,SB17248280,N,Y,33.8892677,-118.3993094
